topology,seed,generation,best_fitness,mean_fitness,diversity_total,diversity_between,diversity_within
none,4,23,0.741337,0.503685,0.350288,0.385953,0.146796
none,4,24,0.741337,0.549787,0.353572,0.390577,0.147219
none,4,25,0.741337,0.470968,0.350187,0.378834,0.155605
none,4,26,0.741337,0.439445,0.357294,0.372459,0.173845
none,4,27,0.741337,0.531914,0.332117,0.353319,0.150040
none,4,28,0.741337,0.493779,0.339858,0.352126,0.165557
none,4,29,0.741337,0.497456,0.327913,0.339457,0.157133
none,5,0,0.633402,0.191211,0.327316,0.128509,0.321988
none,5,1,0.634441,0.254595,0.346507,0.247764,0.277026
none,5,2,0.661837,0.419728,0.279622,0.203219,0.212329
none,5,3,0.661837,0.380748,0.259820,0.242114,0.165940
none,5,4,0.668124,0.405958,0.264043,0.244584,0.164950
none,5,5,0.668382,0.425847,0.278856,0.277989,0.152615
none,5,6,0.672169,0.447614,0.286814,0.285879,0.163894
none,5,7,0.675472,0.484076,0.278148,0.273951,0.158843
none,5,8,0.675472,0.498899,0.260655,0.258813,0.149343
none,5,9,0.675472,0.459382,0.287922,0.277321,0.168378
none,5,10,0.675472,0.487738,0.290162,0.296567,0.153579
none,5,11,0.675472,0.503389,0.278154,0.269093,0.157497
none,5,12,0.680944,0.575866,0.298922,0.312440,0.144172
none,5,13,0.747917,0.498117,0.308268,0.312871,0.165382
none,5,14,0.747917,0.521506,0.342659,0.371969,0.142848
none,5,15,0.747917,0.515319,0.355861,0.387221,0.145691
none,5,16,0.747917,0.504973,0.371157,0.415983,0.140305
none,5,17,0.754636,0.584136,0.360593,0.418338,0.109554
none,5,18,0.754636,0.498680,0.384423,0.441379,0.133377
none,5,19,0.754636,0.513172,0.379288,0.431966,0.133399
none,5,20,0.754636,0.492304,0.378227,0.438380,0.125767
none,5,21,0.754636,0.521255,0.376028,0.427759,0.131924
none,5,22,0.754636,0.522558,0.382942,0.434289,0.142626
none,5,23,0.754636,0.500485,0.392824,0.450961,0.121365
none,5,24,0.754636,0.455920,0.364636,0.413475,0.128740
none,5,25,0.754636,0.506685,0.369101,0.421874,0.126287
none,5,26,0.762844,0.511853,0.386003,0.450012,0.120536
none,5,27,0.764058,0.551119,0.374115,0.428444,0.120172
none,5,28,0.764058,0.531198,0.397772,0.459913,0.119641
none,5,29,0.764058,0.492141,0.430876,0.501070,0.129402
none,6,0,0.647259,0.134065,0.332269,0.137249,0.325316
none,6,1,0.659971,0.274996,0.353426,0.236963,0.295076
none,6,2,0.659971,0.371994,0.360056,0.308815,0.255021
none,6,3,0.659971,0.394056,0.426512,0.438645,0.226230
none,6,4,0.688394,0.447674,0.379089,0.390929,0.198592
none,6,5,0.688394,0.448820,0.337880,0.350550,0.171899
none,6,6,0.688394,0.470409,0.340638,0.353218,0.170796
none,6,7,0.688394,0.504427,0.329894,0.340321,0.169098
none,6,8,0.688394,0.485079,0.319825,0.323246,0.175783
none,6,9,0.692287,0.510986,0.313403,0.325015,0.148024
none,6,10,0.695775,0.498861,0.327860,0.338686,0.167245
none,6,11,0.695775,0.482054,0.353656,0.368842,0.174920
none,6,12,0.695775,0.508231,0.320256,0.354324,0.131893
none,6,13,0.702508,0.547481,0.314386,0.344756,0.133811
none,6,14,0.707544,0.562747,0.303834,0.326967,0.135695
none,6,15,0.712792,0.583791,0.295587,0.317716,0.137025
none,6,16,0.712792,0.561637,0.286094,0.296681,0.141676
none,6,17,0.712792,0.581093,0.286716,0.306644,0.132901
none,6,18,0.712792,0.544999,0.287614,0.308562,0.130404
none,6,19,0.712792,0.489063,0.300693,0.318189,0.146348
none,6,20,0.712792,0.554301,0.294269,0.316545,0.139658
none,6,21,0.712792,0.584610,0.280477,0.307141,0.125287
none,6,22,0.712792,0.558693,0.289800,0.294376,0.159443
none,6,23,0.712792,0.545410,0.306455,0.320500,0.153333
none,6,24,0.712792,0.564316,0.301240,0.317572,0.145952
none,6,25,0.712792,0.567575,0.296167,0.308764,0.147448
none,6,26,0.712792,0.594786,0.285818,0.297022,0.140571
none,6,27,0.712792,0.533029,0.274788,0.284997,0.135970
none,6,28,0.712792,0.563965,0.284042,0.288782,0.150052
none,6,29,0.712792,0.588687,0.273934,0.298239,0.117197
none,7,0,0.536994,0.119534,0.321759,0.116110,0.323200
none,7,1,0.643941,0.250810,0.322762,0.203598,0.277780
none,7,2,0.643941,0.289306,0.298368,0.221755,0.232338
none,7,3,0.643941,0.356734,0.311342,0.260997,0.223720
none,7,4,0.654118,0.381912,0.283883,0.253930,0.189846
none,7,5,0.697461,0.459902,0.308255,0.288595,0.189077
none,7,6,0.697461,0.441571,0.338028,0.344333,0.180716
none,7,7,0.697461,0.489471,0.323595,0.340563,0.156875
none,7,8,0.697461,0.514382,0.305459,0.329341,0.136111
none,7,9,0.697461,0.477323,0.326420,0.345578,0.153804
none,7,10,0.700364,0.519406,0.332651,0.340383,0.165131
none,7,11,0.700364,0.402068,0.333195,0.334119,0.171288
none,7,12,0.703876,0.524191,0.335862,0.350591,0.157006
none,7,13,0.703876,0.505085,0.335804,0.358393,0.146392
none,7,14,0.703876,0.477121,0.345521,0.350738,0.168194
none,7,15,0.703876,0.462001,0.361131,0.384492,0.149421
none,7,16,0.703876,0.491314,0.354061,0.387783,0.144947
none,7,17,0.703876,0.517138,0.343036,0.384130,0.127481
none,7,18,0.703876,0.523041,0.350162,0.379875,0.144860
none,7,19,0.705818,0.529619,0.366943,0.404609,0.149506
none,7,20,0.705818,0.504060,0.359496,0.401195,0.135668
none,7,21,0.705818,0.436798,0.366340,0.389417,0.157581
none,7,22,0.705818,0.550870,0.371017,0.416421,0.129839
none,7,23,0.705818,0.497359,0.379016,0.416344,0.137350
none,7,24,0.705818,0.509354,0.354263,0.370891,0.153610
none,7,25,0.705818,0.525510,0.337067,0.382005,0.112375
none,7,26,0.705818,0.447396,0.353571,0.391431,0.132517
none,7,27,0.705818,0.510206,0.364175,0.403889,0.141152
none,7,28,0.705818,0.523466,0.352183,0.384928,0.138186
none,7,29,0.708796,0.541870,0.333579,0.371234,0.121905
none,8,0,0.621597,0.161062,0.309790,0.114803,0.308995
none,8,1,0.640663,0.290217,0.277830,0.175414,0.237313
none,8,2,0.658129,0.411965,0.224507,0.163942,0.183067
none,8,3,0.665368,0.432780,0.208563,0.142846,0.174735
none,8,4,0.665368,0.483424,0.225676,0.132070,0.196342
none,8,5,0.665368,0.515188,0.233097,0.182104,0.181027
none,8,6,0.665368,0.511976,0.237850,0.187707,0.179782
none,8,7,0.665368,0.524023,0.220637,0.167873,0.178342
none,8,8,0.665641,0.574816,0.203236,0.157094,0.162290
none,8,9,0.665641,0.551604,0.184892,0.153498,0.133201
none,8,10,0.665641,0.585937,0.199532,0.170515,0.139096
none,8,11,0.665641,0.555967,0.211987,0.192291,0.138139
none,8,12,0.709791,0.566506,0.239838,0.237203,0.137822
none,8,13,0.709791,0.584381,0.232139,0.207027,0.162288
none,8,14,0.709791,0.601214,0.212818,0.187501,0.147476
none,8,15,0.709791,0.543919,0.227343,0.165119,0.188255
none,8,16,0.709791,0.592424,0.219821,0.174289,0.170526
none,8,17,0.713687,0.577216,0.207800,0.158527,0.163910
none,8,18,0.713687,0.546463,0.228674,0.181442,0.174657
none,8,19,0.713687,0.564879,0.209606,0.176432,0.151835
none,8,20,0.713687,0.516109,0.271126,0.255635,0.172685
none,8,21,0.713687,0.533950,0.264907,0.262800,0.156137
none,8,22,0.713687,0.530039,0.241043,0.226760,0.156190
none,8,23,0.713687,0.580078,0.218734,0.183527,0.160630
none,8,24,0.713687,0.569683,0.215773,0.172413,0.166984
none,8,25,0.713687,0.626655,0.199996,0.163096,0.156154
none,8,26,0.713687,0.584693,0.246015,0.207941,0.180361
none,8,27,0.713687,0.555942,0.240182,0.187946,0.194210
none,8,28,0.713687,0.542207,0.263521,0.213891,0.210169
none,8,29,0.713687,0.539189,0.204802,0.142216,0.173735
none,9,0,0.487196,0.130717,0.318281,0.112461,0.317992
none,9,1,0.637617,0.249693,0.348776,0.240704,0.284144
none,9,2,0.667700,0.376621,0.328843,0.297933,0.205055
none,9,3,0.667700,0.343942,0.330321,0.324016,0.184682
none,9,4,0.667700,0.381206,0.315429,0.311142,0.178468
none,9,5,0.667700,0.408373,0.317671,0.296311,0.200446
none,9,6,0.691720,0.426190,0.329934,0.300662,0.205855
none,9,7,0.691720,0.363907,0.355644,0.336892,0.217848
none,9,8,0.691720,0.353147,0.302045,0.262015,0.208844
none,9,9,0.691720,0.478474,0.292875,0.264960,0.184997
none,9,10,0.691720,0.463648,0.321284,0.297239,0.192703
none,9,11,0.691720,0.474739,0.306380,0.292775,0.177171
none,9,12,0.691720,0.405839,0.315035,0.338150,0.144308
none,9,13,0.691720,0.457317,0.319329,0.342952,0.139524
none,9,14,0.691720,0.457184,0.304176,0.332455,0.129682
none,9,15,0.691720,0.464843,0.306041,0.320629,0.150115
none,9,16,0.691720,0.512613,0.303193,0.326959,0.138012
none,9,17,0.691720,0.440733,0.312903,0.337645,0.140178
none,9,18,0.691720,0.478531,0.340560,0.371020,0.148245
none,9,19,0.691720,0.450659,0.312354,0.332371,0.146435
none,9,20,0.691720,0.472179,0.301592,0.318244,0.146678
none,9,21,0.691720,0.523422,0.308534,0.327357,0.142362
none,9,22,0.691720,0.451804,0.299797,0.322058,0.132307
none,9,23,0.691720,0.466073,0.296084,0.318437,0.134636
none,9,24,0.753450,0.513174,0.302866,0.323342,0.143859
none,9,25,0.753450,0.483793,0.303516,0.322785,0.142863
none,9,26,0.753450,0.458969,0.276444,0.297273,0.126752
none,9,27,0.753450,0.522388,0.280051,0.292331,0.136653
none,9,28,0.753450,0.487547,0.296218,0.319762,0.130340
none,9,29,0.753450,0.454885,0.298382,0.322568,0.132828
none,10,0,0.647719,0.142738,0.318575,0.115149,0.315315
none,10,1,0.647719,0.240892,0.341307,0.188447,0.301694
none,10,2,0.647719,0.348580,0.325720,0.259189,0.229354
none,10,3,0.647719,0.268522,0.356660,0.330418,0.222048
none,10,4,0.647719,0.330039,0.332907,0.322862,0.193025
none,10,5,0.648683,0.344627,0.336840,0.342347,0.183680
none,10,6,0.657714,0.387424,0.341127,0.355085,0.171316
none,10,7,0.657714,0.344204,0.321415,0.338780,0.159270
none,10,8,0.671619,0.354386,0.291157,0.319071,0.125046
none,10,9,0.671619,0.444141,0.293344,0.311041,0.143856
none,10,10,0.671619,0.381077,0.332365,0.330437,0.183329
none,10,11,0.671619,0.378479,0.346187,0.355259,0.180816
none,10,12,0.671619,0.392092,0.322478,0.325448,0.177947
none,10,13,0.676434,0.413704,0.327664,0.347309,0.157380
none,10,14,0.676434,0.444150,0.334439,0.365483,0.147642
none,10,15,0.676434,0.445667,0.334906,0.358687,0.159569
none,10,16,0.676434,0.467648,0.313849,0.334056,0.147253
none,10,17,0.676434,0.391264,0.312457,0.325605,0.154966
none,10,18,0.676434,0.417262,0.314354,0.316325,0.174256
none,10,19,0.689886,0.423235,0.326559,0.331102,0.179144
none,10,20,0.689886,0.380492,0.307110,0.312732,0.161080
none,10,21,0.689886,0.397809,0.305116,0.321637,0.148016
none,10,22,0.689886,0.467410,0.315381,0.315997,0.172874
none,10,23,0.689886,0.401457,0.284533,0.278402,0.167703
none,10,24,0.689886,0.445664,0.286195,0.286576,0.155796
none,10,25,0.689886,0.441666,0.281113,0.296157,0.138557
none,10,26,0.689886,0.388896,0.286174,0.289570,0.159135
none,10,27,0.689886,0.429094,0.277594,0.279070,0.150304
none,10,28,0.689886,0.451872,0.279980,0.289332,0.146913
none,10,29,0.689886,0.463618,0.262259,0.261729,0.145796
ring,1,0,0.635790,0.108905,0.333531,0.116987,0.335249
ring,1,1,0.647876,0.232208,0.297852,0.095554,0.297819
ring,1,2,0.647876,0.315764,0.296926,0.178410,0.257457
ring,1,3,0.695931,0.380211,0.288141,0.184927,0.238300
ring,1,4,0.695931,0.435637,0.265359,0.165523,0.223114
ring,1,5,0.695931,0.477608,0.244755,0.201638,0.177575
ring,1,6,0.695931,0.568258,0.236873,0.127882,0.217951
ring,1,7,0.695931,0.558086,0.217551,0.119006,0.203325
ring,1,8,0.695931,0.534296,0.199897,0.110154,0.184179
ring,1,9,0.695931,0.567110,0.199870,0.118546,0.177674
ring,1,10,0.700097,0.548665,0.198077,0.134092,0.166682
ring,1,11,0.700097,0.568140,0.170191,0.094101,0.161072
ring,1,12,0.700097,0.624870,0.121422,0.053699,0.119821
ring,1,13,0.700097,0.607137,0.143126,0.073092,0.140684
ring,1,14,0.707758,0.588381,0.126635,0.051971,0.126466
ring,1,15,0.707758,0.636041,0.132439,0.067677,0.126857
ring,1,16,0.707758,0.637880,0.120278,0.060050,0.119365
ring,1,17,0.707758,0.631909,0.111975,0.051613,0.109488
ring,1,18,0.707758,0.605428,0.133800,0.064424,0.128708
ring,1,19,0.707758,0.617873,0.146739,0.057731,0.145467
ring,1,20,0.707758,0.595938,0.132593,0.048703,0.133072
ring,1,21,0.707758,0.608120,0.126222,0.059612,0.125169
ring,1,22,0.707758,0.624009,0.117999,0.054814,0.114958
ring,1,23,0.707758,0.574545,0.125909,0.043017,0.130118
ring,1,24,0.707758,0.610038,0.165584,0.099669,0.155777
ring,1,25,0.707758,0.614017,0.128706,0.046463,0.133075
ring,1,26,0.707758,0.661060,0.070529,0.027544,0.071657
ring,1,27,0.707758,0.606113,0.095362,0.032992,0.097391
ring,1,28,0.707758,0.587072,0.112109,0.031830,0.116581
ring,1,29,0.707758,0.539489,0.128005,0.054466,0.128341
ring,2,0,0.645835,0.143986,0.338578,0.120249,0.335727
ring,2,1,0.656251,0.317548,0.363401,0.259641,0.291955
ring,2,2,0.656251,0.444959,0.318706,0.290829,0.202788
ring,2,3,0.656251,0.485917,0.280347,0.271496,0.166158
ring,2,4,0.658996,0.454913,0.271704,0.268362,0.160557
ring,2,5,0.658996,0.449967,0.295961,0.318475,0.139944
ring,2,6,0.663233,0.524128,0.298918,0.200583,0.256996
ring,2,7,0.663233,0.436673,0.299491,0.167725,0.279980
ring,2,8,0.729472,0.439465,0.284398,0.156037,0.267951
ring,2,9,0.729472,0.494968,0.252632,0.167278,0.208015
ring,2,10,0.729472,0.513960,0.269323,0.188936,0.212643
ring,2,11,0.729472,0.612598,0.248189,0.139738,0.226233
ring,2,12,0.729472,0.536601,0.244908,0.096489,0.244326
ring,2,13,0.729472,0.561104,0.227771,0.119712,0.212655
ring,2,14,0.729472,0.500537,0.252456,0.113661,0.239973
ring,2,15,0.729472,0.515922,0.240023,0.127693,0.217062
ring,2,16,0.729472,0.606289,0.215949,0.148155,0.191492
ring,2,17,0.729472,0.571005,0.179503,0.068700,0.181106
ring,2,18,0.738841,0.583581,0.166551,0.084044,0.163718
ring,2,19,0.751420,0.595838,0.141574,0.070525,0.137748
ring,2,20,0.751420,0.544899,0.129116,0.046792,0.130723
ring,2,21,0.751420,0.623310,0.088080,0.024379,0.091978
ring,2,22,0.751420,0.579644,0.120732,0.039229,0.124144
ring,2,23,0.751420,0.574288,0.141346,0.047320,0.144265
ring,2,24,0.751420,0.527076,0.154246,0.060268,0.153675
ring,2,25,0.751420,0.591198,0.130873,0.041866,0.133438
ring,2,26,0.751420,0.624408,0.119617,0.044620,0.123308
ring,2,27,0.751420,0.581706,0.104289,0.026885,0.108468
ring,2,28,0.751420,0.581873,0.119975,0.047313,0.121915
ring,2,29,0.751420,0.572999,0.116152,0.041288,0.117361
ring,3,0,0.601251,0.187237,0.314370,0.106148,0.315154
ring,3,1,0.640017,0.278339,0.322907,0.185623,0.291185
ring,3,2,0.640017,0.311147,0.356091,0.296273,0.255640
ring,3,3,0.650198,0.362620,0.367635,0.339775,0.231191
ring,3,4,0.650198,0.384524,0.345218,0.342796,0.188238
ring,3,5,0.657299,0.400734,0.360557,0.368616,0.186948
ring,3,6,0.657299,0.408746,0.361783,0.277475,0.288439
ring,3,7,0.657299,0.381219,0.337428,0.181242,0.313139
ring,3,8,0.661188,0.398260,0.300380,0.185527,0.262949
ring,3,9,0.661188,0.444498,0.262291,0.137507,0.234208
ring,3,10,0.685070,0.511009,0.288169,0.151864,0.254556
ring,3,11,0.685070,0.530003,0.270948,0.147722,0.252655
ring,3,12,0.685070,0.541240,0.259594,0.139327,0.243122
ring,3,13,0.685070,0.517373,0.235311,0.156289,0.202954
ring,3,14,0.685070,0.518856,0.222731,0.149829,0.188987
ring,3,15,0.685070,0.527184,0.225921,0.150330,0.190000
ring,3,16,0.685070,0.550623,0.193821,0.075714,0.195275
ring,3,17,0.685070,0.554473,0.193515,0.076034,0.193383
ring,3,18,0.701146,0.535471,0.159863,0.070756,0.160817
ring,3,19,0.701146,0.572706,0.135114,0.075723,0.126952
ring,3,20,0.701146,0.589782,0.129546,0.055915,0.128365
ring,3,21,0.701146,0.627102,0.115285,0.037369,0.118796
ring,3,22,0.701146,0.570465,0.114867,0.047330,0.113191
ring,3,23,0.701146,0.579740,0.125386,0.055462,0.124301
ring,3,24,0.705441,0.601243,0.131170,0.063619,0.128383
ring,3,25,0.706405,0.569839,0.121426,0.049814,0.118857
ring,3,26,0.706405,0.567785,0.120679,0.073476,0.112750
ring,3,27,0.706405,0.542338,0.121498,0.060357,0.115620
ring,3,28,0.706405,0.538092,0.143358,0.054556,0.141166
ring,3,29,0.706405,0.544932,0.160037,0.075731,0.154645
ring,4,0,0.385650,0.079271,0.326564,0.055140,0.342628
ring,4,1,0.527736,0.192168,0.343069,0.237477,0.278033
ring,4,2,0.541139,0.258488,0.314527,0.222153,0.240539
ring,4,3,0.643732,0.347692,0.305298,0.235343,0.218531
ring,4,4,0.664895,0.375521,0.352693,0.277119,0.253194
ring,4,5,0.692376,0.403629,0.351607,0.362991,0.169300
ring,4,6,0.692376,0.469775,0.337701,0.258437,0.264905
ring,4,7,0.707549,0.492280,0.307184,0.177821,0.275303
ring,4,8,0.707549,0.403078,0.273155,0.209821,0.202998
ring,4,9,0.707549,0.528272,0.239584,0.237371,0.128404
ring,4,10,0.709974,0.574089,0.248671,0.232075,0.150274
ring,4,11,0.709974,0.612981,0.254100,0.191132,0.207875
ring,4,12,0.709974,0.575330,0.223811,0.124718,0.210926
ring,4,13,0.709974,0.612641,0.157617,0.071100,0.151814
ring,4,14,0.709974,0.566164,0.163383,0.067689,0.160133
ring,4,15,0.709974,0.571791,0.163070,0.088909,0.151953
ring,4,16,0.709974,0.595171,0.158711,0.083906,0.153225
ring,4,17,0.709974,0.601727,0.136879,0.045523,0.139829
ring,4,18,0.709974,0.614587,0.126217,0.075289,0.117665
ring,4,19,0.709974,0.617117,0.133779,0.064326,0.130858
ring,4,20,0.709974,0.595824,0.111190,0.062627,0.105154
ring,4,21,0.709974,0.636681,0.079717,0.032009,0.081754
ring,4,22,0.709974,0.621853,0.099860,0.034839,0.100204
ring,4,23,0.709974,0.604424,0.106314,0.045648,0.105468
ring,4,24,0.709974,0.606744,0.113270,0.052100,0.111382
ring,4,25,0.709974,0.596776,0.124943,0.036451,0.127848
ring,4,26,0.709974,0.625596,0.089153,0.024445,0.093866
ring,4,27,0.709974,0.609321,0.093000,0.036632,0.093543
ring,4,28,0.709974,0.586819,0.115053,0.041345,0.116571
ring,4,29,0.709974,0.604921,0.137188,0.057487,0.137252
ring,5,0,0.633402,0.191211,0.327316,0.128509,0.321988
ring,5,1,0.634441,0.254595,0.346507,0.247764,0.277026
ring,5,2,0.661837,0.419728,0.279622,0.203219,0.212329
ring,5,3,0.661837,0.380748,0.259820,0.242114,0.165940
ring,5,4,0.668124,0.405958,0.264043,0.244584,0.164950
ring,5,5,0.668382,0.425847,0.278856,0.277989,0.152615
ring,5,6,0.672169,0.509715,0.262407,0.179106,0.228988
ring,5,7,0.675472,0.503865,0.218379,0.105969,0.205569
ring,5,8,0.675472,0.514061,0.177101,0.099400,0.162592
ring,5,9,0.675472,0.453496,0.192352,0.113368,0.174465
ring,5,10,0.675472,0.512797,0.161128,0.079498,0.150991
ring,5,11,0.675472,0.565349,0.164588,0.068944,0.165123
ring,5,12,0.700086,0.526653,0.149023,0.076926,0.141657
ring,5,13,0.700086,0.530783,0.168871,0.090321,0.158016
ring,5,14,0.700086,0.507792,0.175624,0.119145,0.146776
ring,5,15,0.700086,0.412165,0.189339,0.132030,0.150296
ring,5,16,0.700086,0.544480,0.161837,0.101075,0.143795
ring,5,17,0.700086,0.543059,0.179376,0.110614,0.162833
ring,5,18,0.700086,0.518931,0.205792,0.127818,0.179944
ring,5,19,0.700086,0.558030,0.200231,0.147673,0.160930
ring,5,20,0.700086,0.541815,0.203661,0.140563,0.166515
ring,5,21,0.700086,0.611913,0.169965,0.093130,0.157811
ring,5,22,0.700086,0.584429,0.160631,0.069674,0.159816
ring,5,23,0.762151,0.581815,0.144678,0.080506,0.132284
ring,5,24,0.762151,0.542586,0.120014,0.050890,0.119643
ring,5,25,0.762151,0.562074,0.111577,0.049145,0.111441
ring,5,26,0.762151,0.617372,0.087367,0.026536,0.090726
ring,5,27,0.762151,0.544843,0.108127,0.038735,0.107754
ring,5,28,0.762151,0.554255,0.114153,0.042279,0.114928
ring,5,29,0.762151,0.547611,0.134810,0.052600,0.133881
ring,6,0,0.647259,0.134065,0.332269,0.137249,0.325316
ring,6,1,0.659971,0.274996,0.353426,0.236963,0.295076
ring,6,2,0.659971,0.371994,0.360056,0.308815,0.255021
ring,6,3,0.659971,0.394056,0.426512,0.438645,0.226230
ring,6,4,0.688394,0.447674,0.379089,0.390929,0.198592
ring,6,5,0.688394,0.448820,0.337880,0.350550,0.171899
ring,6,6,0.688394,0.511125,0.325249,0.194157,0.287773
ring,6,7,0.688485,0.499075,0.299279,0.165858,0.280081
ring,6,8,0.688485,0.538610,0.235243,0.138298,0.210032
ring,6,9,0.695186,0.565649,0.213675,0.116055,0.199749
ring,6,10,0.700348,0.576463,0.180680,0.092495,0.170368
ring,6,11,0.700348,0.631592,0.167905,0.085750,0.162334
ring,6,12,0.700348,0.583836,0.163900,0.071204,0.157770
ring,6,13,0.702635,0.622631,0.179923,0.101800,0.164332
ring,6,14,0.702635,0.600081,0.144099,0.065806,0.138412
ring,6,15,0.702635,0.605881,0.153821,0.079945,0.145324
ring,6,16,0.702635,0.633068,0.148336,0.060222,0.148767
ring,6,17,0.702635,0.607520,0.130719,0.056055,0.127331
ring,6,18,0.713832,0.566002,0.137917,0.060465,0.136626
ring,6,19,0.713832,0.595169,0.166564,0.071993,0.161540
ring,6,20,0.713832,0.620497,0.144890,0.089436,0.129433
ring,6,21,0.713832,0.630451,0.120128,0.047299,0.121504
ring,6,22,0.713832,0.603149,0.150123,0.059182,0.150013
ring,6,23,0.720187,0.607308,0.153162,0.078871,0.146318
ring,6,24,0.720187,0.566185,0.160412,0.063511,0.159426
ring,6,25,0.720187,0.534815,0.164679,0.036178,0.169946
ring,6,26,0.721715,0.614488,0.122961,0.050142,0.123434
ring,6,27,0.721715,0.576315,0.139317,0.063885,0.134840
ring,6,28,0.721715,0.584768,0.132878,0.059483,0.127632
ring,6,29,0.721715,0.558644,0.141788,0.098497,0.121655
ring,7,0,0.536994,0.119534,0.321759,0.116110,0.323200
ring,7,1,0.643941,0.250810,0.322762,0.203598,0.277780
ring,7,2,0.643941,0.289306,0.298368,0.221755,0.232338
ring,7,3,0.643941,0.356734,0.311342,0.260997,0.223720
ring,7,4,0.654118,0.381912,0.283883,0.253930,0.189846
ring,7,5,0.697461,0.459902,0.308255,0.288595,0.189077
ring,7,6,0.697461,0.524818,0.316848,0.207041,0.275380
ring,7,7,0.697461,0.498904,0.336887,0.160666,0.307804
ring,7,8,0.697461,0.482949,0.331540,0.230242,0.260103
ring,7,9,0.697461,0.506161,0.310816,0.257949,0.195590
ring,7,10,0.700364,0.567861,0.315358,0.316016,0.164658
ring,7,11,0.700364,0.561958,0.295748,0.225408,0.237592
ring,7,12,0.700902,0.610358,0.197773,0.116071,0.184118
ring,7,13,0.700902,0.590021,0.147333,0.077300,0.140273
ring,7,14,0.700902,0.608124,0.130922,0.041112,0.131774
ring,7,15,0.700902,0.583564,0.142062,0.043568,0.143899
ring,7,16,0.700902,0.635483,0.101498,0.036001,0.102865
ring,7,17,0.701965,0.646174,0.099118,0.043809,0.098422
ring,7,18,0.701965,0.593115,0.116328,0.060084,0.111054
ring,7,19,0.701965,0.600689,0.105630,0.044958,0.104199
ring,7,20,0.701965,0.647889,0.098255,0.034405,0.100095
ring,7,21,0.702112,0.628145,0.089473,0.036451,0.091363
ring,7,22,0.702112,0.621343,0.123358,0.033958,0.127734
ring,7,23,0.702112,0.595504,0.127446,0.049913,0.127802
ring,7,24,0.702112,0.611122,0.123754,0.048469,0.126264
ring,7,25,0.705867,0.626758,0.116833,0.039403,0.119544
ring,7,26,0.705867,0.606360,0.114941,0.047967,0.116227
ring,7,27,0.705867,0.618636,0.129093,0.073379,0.121895
ring,7,28,0.705867,0.599150,0.124737,0.060025,0.122440
ring,7,29,0.705867,0.594905,0.102799,0.048479,0.100831
ring,8,0,0.621597,0.161062,0.309790,0.114803,0.308995
ring,8,1,0.640663,0.290217,0.277830,0.175414,0.237313
ring,8,2,0.658129,0.411965,0.224507,0.163942,0.183067
ring,8,3,0.665368,0.432780,0.208563,0.142846,0.174735
ring,8,4,0.665368,0.483424,0.225676,0.132070,0.196342
ring,8,5,0.665368,0.515188,0.233097,0.182104,0.181027
ring,8,6,0.665368,0.532938,0.233547,0.107409,0.226528
ring,8,7,0.665368,0.498266,0.240998,0.086608,0.239514
ring,8,8,0.665641,0.505707,0.224034,0.110632,0.216550
ring,8,9,0.666057,0.560087,0.161888,0.066700,0.160258
ring,8,10,0.689646,0.613393,0.160426,0.088715,0.149381
ring,8,11,0.689646,0.599219,0.148182,0.058988,0.147976
ring,8,12,0.694216,0.604227,0.175951,0.050680,0.175879
ring,8,13,0.698418,0.628994,0.187536,0.109967,0.171488
ring,8,14,0.720421,0.594975,0.198203,0.165323,0.145897
ring,8,15,0.748222,0.612743,0.233784,0.173249,0.186766
ring,8,16,0.748222,0.612745,0.237160,0.109018,0.224413
ring,8,17,0.748222,0.579613,0.257374,0.145671,0.227992
ring,8,18,0.748222,0.582711,0.276387,0.246698,0.187466
ring,8,19,0.748222,0.528822,0.258426,0.222570,0.183781
ring,8,20,0.748222,0.564708,0.267591,0.229585,0.187320
ring,8,21,0.748222,0.605850,0.235069,0.170958,0.203168
ring,8,22,0.748222,0.573053,0.154345,0.079480,0.151730
ring,8,23,0.748222,0.579706,0.119172,0.050098,0.121263
ring,8,24,0.748222,0.558141,0.124060,0.058392,0.122889
ring,8,25,0.748222,0.569295,0.123332,0.059208,0.121437
ring,8,26,0.748222,0.644543,0.089285,0.026304,0.093432
ring,8,27,0.748222,0.595703,0.111422,0.039660,0.113850
ring,8,28,0.748291,0.570420,0.125836,0.065750,0.122988
ring,8,29,0.748291,0.564840,0.124026,0.053301,0.124048
ring,9,0,0.487196,0.130717,0.318281,0.112461,0.317992
ring,9,1,0.637617,0.249693,0.348776,0.240704,0.284144
ring,9,2,0.667700,0.376621,0.328843,0.297933,0.205055
ring,9,3,0.667700,0.343942,0.330321,0.324016,0.184682
ring,9,4,0.667700,0.381206,0.315429,0.311142,0.178468
ring,9,5,0.667700,0.408373,0.317671,0.296311,0.200446
ring,9,6,0.691720,0.546451,0.309804,0.231420,0.252447
ring,9,7,0.691720,0.329180,0.267765,0.187207,0.227828
ring,9,8,0.691720,0.352906,0.230390,0.109287,0.219682
ring,9,9,0.691720,0.433671,0.217696,0.121254,0.193550
ring,9,10,0.691720,0.415864,0.233391,0.161421,0.197899
ring,9,11,0.691720,0.586058,0.229435,0.138575,0.209642
ring,9,12,0.691720,0.410186,0.269615,0.143443,0.252893
ring,9,13,0.691720,0.442371,0.284749,0.161474,0.261753
ring,9,14,0.698176,0.447775,0.278770,0.182621,0.224891
