topology,seed,generation,best_fitness,mean_fitness,diversity_total,diversity_between,diversity_within
ring,9,15,0.705556,0.517796,0.251200,0.209180,0.178404
ring,9,16,0.705556,0.620538,0.226658,0.173044,0.183198
ring,9,17,0.705556,0.569127,0.205708,0.114505,0.192786
ring,9,18,0.706412,0.582976,0.179308,0.083388,0.175201
ring,9,19,0.706412,0.608221,0.150310,0.060951,0.151912
ring,9,20,0.706412,0.570624,0.170511,0.066261,0.171597
ring,9,21,0.706412,0.621502,0.121107,0.048263,0.121695
ring,9,22,0.706412,0.605634,0.115295,0.057584,0.111956
ring,9,23,0.706412,0.591126,0.121242,0.045713,0.121266
ring,9,24,0.706412,0.595199,0.131093,0.062481,0.128346
ring,9,25,0.706412,0.553846,0.139318,0.061825,0.137683
ring,9,26,0.706412,0.619955,0.116107,0.068168,0.113527
ring,9,27,0.706412,0.601593,0.101802,0.051927,0.098642
ring,9,28,0.706412,0.605619,0.113375,0.031032,0.116283
ring,9,29,0.706412,0.596761,0.113831,0.037744,0.116649
ring,10,0,0.647719,0.142738,0.318575,0.115149,0.315315
ring,10,1,0.647719,0.240892,0.341307,0.188447,0.301694
ring,10,2,0.647719,0.348580,0.325720,0.259189,0.229354
ring,10,3,0.647719,0.268522,0.356660,0.330418,0.222048
ring,10,4,0.647719,0.330039,0.332907,0.322862,0.193025
ring,10,5,0.648683,0.344627,0.336840,0.342347,0.183680
ring,10,6,0.648683,0.464549,0.305039,0.240353,0.240222
ring,10,7,0.656861,0.418117,0.269073,0.216206,0.198216
ring,10,8,0.667527,0.456871,0.253974,0.186011,0.204474
ring,10,9,0.667527,0.470207,0.238409,0.169659,0.192922
ring,10,10,0.672685,0.556202,0.243343,0.174558,0.188984
ring,10,11,0.672685,0.600706,0.226098,0.127566,0.207542
ring,10,12,0.675880,0.530597,0.238012,0.122124,0.226507
ring,10,13,0.675880,0.525614,0.228937,0.152612,0.193794
ring,10,14,0.675880,0.582868,0.218381,0.139969,0.187372
ring,10,15,0.675880,0.549661,0.218368,0.170739,0.167066
ring,10,16,0.675880,0.614658,0.200163,0.124900,0.179171
ring,10,17,0.675880,0.558333,0.183623,0.066266,0.184140
ring,10,18,0.675880,0.491514,0.204955,0.096532,0.195007
ring,10,19,0.683862,0.602383,0.161398,0.089279,0.149713
ring,10,20,0.698576,0.578519,0.165675,0.095130,0.152267
ring,10,21,0.698576,0.593750,0.158271,0.079530,0.151186
ring,10,22,0.698576,0.601349,0.163710,0.055960,0.166088
ring,10,23,0.698576,0.596449,0.155445,0.046846,0.157659
ring,10,24,0.698576,0.581161,0.143958,0.064278,0.140539
ring,10,25,0.698576,0.602033,0.146164,0.088710,0.133726
ring,10,26,0.698576,0.647881,0.104897,0.048904,0.103786
ring,10,27,0.698576,0.609582,0.117713,0.050066,0.118076
ring,10,28,0.698576,0.624101,0.114902,0.042323,0.116947
ring,10,29,0.698576,0.607268,0.116131,0.056071,0.113884
star,1,0,0.635790,0.108905,0.333531,0.116987,0.335249
star,1,1,0.647876,0.232208,0.297852,0.095554,0.297819
star,1,2,0.647876,0.315764,0.296926,0.178410,0.257457
star,1,3,0.695931,0.380211,0.288141,0.184927,0.238300
star,1,4,0.695931,0.435637,0.265359,0.165523,0.223114
star,1,5,0.695931,0.477608,0.244755,0.201638,0.177575
star,1,6,0.695931,0.543320,0.239064,0.147939,0.209571
star,1,7,0.695931,0.535856,0.255550,0.173223,0.212447
star,1,8,0.695931,0.506158,0.239591,0.207652,0.162648
star,1,9,0.695931,0.553081,0.223525,0.180196,0.163322
star,1,10,0.700097,0.583356,0.211810,0.197483,0.139715
star,1,11,0.700097,0.580497,0.190252,0.139491,0.155929
star,1,12,0.700097,0.627115,0.173534,0.096317,0.160707
star,1,13,0.700097,0.608292,0.164179,0.100673,0.152596
star,1,14,0.704356,0.600182,0.145303,0.093303,0.129007
star,1,15,0.704356,0.632570,0.156355,0.110296,0.133737
star,1,16,0.704356,0.631509,0.143522,0.090394,0.131331
star,1,17,0.704356,0.604226,0.149654,0.090014,0.137369
star,1,18,0.704356,0.589177,0.153245,0.088502,0.141765
star,1,19,0.704356,0.637672,0.153665,0.081944,0.142993
star,1,20,0.704356,0.618488,0.141234,0.078383,0.133564
star,1,21,0.704356,0.587574,0.166353,0.121050,0.142351
star,1,22,0.704356,0.600689,0.136266,0.078871,0.122999
star,1,23,0.704356,0.577713,0.149807,0.076996,0.141875
star,1,24,0.704356,0.609235,0.135740,0.045090,0.137769
star,1,25,0.704356,0.617615,0.149984,0.056114,0.149004
star,1,26,0.704356,0.670079,0.105214,0.065652,0.094670
star,1,27,0.704356,0.634907,0.120551,0.064705,0.116837
star,1,28,0.704356,0.609529,0.110353,0.041217,0.111822
star,1,29,0.704356,0.585602,0.110465,0.039994,0.111506
star,2,0,0.645835,0.143986,0.338578,0.120249,0.335727
star,2,1,0.656251,0.317548,0.363401,0.259641,0.291955
star,2,2,0.656251,0.444959,0.318706,0.290829,0.202788
star,2,3,0.656251,0.485917,0.280347,0.271496,0.166158
star,2,4,0.658996,0.454913,0.271704,0.268362,0.160557
star,2,5,0.658996,0.449967,0.295961,0.318475,0.139944
star,2,6,0.668452,0.505094,0.299424,0.264231,0.208063
star,2,7,0.668452,0.453285,0.287314,0.231315,0.212749
star,2,8,0.671417,0.474323,0.294385,0.246680,0.213996
star,2,9,0.704321,0.416410,0.304130,0.276555,0.195650
star,2,10,0.704321,0.487134,0.336214,0.325132,0.199787
star,2,11,0.718158,0.547463,0.285720,0.206194,0.233200
star,2,12,0.718158,0.564528,0.259648,0.167176,0.226002
star,2,13,0.718158,0.504942,0.255043,0.191277,0.205913
star,2,14,0.718158,0.531933,0.225371,0.128972,0.208803
star,2,15,0.739574,0.544086,0.231714,0.155268,0.205762
star,2,16,0.739574,0.565153,0.163973,0.094700,0.152732
star,2,17,0.739574,0.565952,0.175328,0.095181,0.161813
star,2,18,0.739574,0.575597,0.159986,0.065407,0.157152
star,2,19,0.739574,0.585763,0.164060,0.099046,0.146628
star,2,20,0.739574,0.577745,0.163657,0.101195,0.147876
star,2,21,0.739574,0.635635,0.137643,0.078565,0.130582
star,2,22,0.739574,0.592607,0.134046,0.056232,0.130563
star,2,23,0.739574,0.607118,0.155144,0.075650,0.148337
star,2,24,0.739574,0.559695,0.180133,0.102930,0.168152
star,2,25,0.739574,0.578912,0.180545,0.100576,0.167964
star,2,26,0.739574,0.633758,0.153456,0.108216,0.136810
star,2,27,0.739574,0.568956,0.108007,0.044274,0.108781
star,2,28,0.774701,0.598238,0.112076,0.037070,0.115947
star,2,29,0.774701,0.584308,0.114691,0.039089,0.116745
star,3,0,0.601251,0.187237,0.314370,0.106148,0.315154
star,3,1,0.640017,0.278339,0.322907,0.185623,0.291185
star,3,2,0.640017,0.311147,0.356091,0.296273,0.255640
star,3,3,0.650198,0.362620,0.367635,0.339775,0.231191
star,3,4,0.650198,0.384524,0.345218,0.342796,0.188238
star,3,5,0.657299,0.400734,0.360557,0.368616,0.186948
star,3,6,0.657299,0.371983,0.370009,0.315877,0.259570
star,3,7,0.657299,0.394150,0.334941,0.244751,0.274054
star,3,8,0.657550,0.409930,0.270793,0.178924,0.238610
star,3,9,0.657550,0.456998,0.208275,0.103695,0.196637
star,3,10,0.685070,0.510478,0.228894,0.127976,0.211283
star,3,11,0.685070,0.546604,0.195591,0.092989,0.191578
star,3,12,0.685070,0.538358,0.221869,0.108837,0.211346
star,3,13,0.685070,0.574071,0.217407,0.099496,0.210366
star,3,14,0.685070,0.571632,0.198704,0.113226,0.182659
star,3,15,0.685070,0.572500,0.190097,0.099921,0.180173
star,3,16,0.685070,0.625696,0.157041,0.083805,0.151561
star,3,17,0.685070,0.525908,0.182558,0.104278,0.173497
star,3,18,0.701146,0.557257,0.147879,0.055735,0.149531
star,3,19,0.701146,0.578415,0.145948,0.074951,0.141365
star,3,20,0.701146,0.588232,0.131063,0.052806,0.131368
star,3,21,0.701146,0.613111,0.110719,0.047629,0.111134
star,3,22,0.701146,0.552221,0.124771,0.054878,0.121055
star,3,23,0.701146,0.581173,0.130860,0.074284,0.122365
star,3,24,0.701146,0.585654,0.126947,0.069346,0.118291
star,3,25,0.704014,0.563981,0.131101,0.076509,0.118415
star,3,26,0.704014,0.499336,0.152267,0.080612,0.146010
star,3,27,0.704014,0.517575,0.139094,0.088630,0.122971
star,3,28,0.704014,0.560834,0.161948,0.091839,0.148621
star,3,29,0.704014,0.522336,0.169920,0.081763,0.161526
star,4,0,0.385650,0.079271,0.326564,0.055140,0.342628
star,4,1,0.527736,0.192168,0.343069,0.237477,0.278033
star,4,2,0.541139,0.258488,0.314527,0.222153,0.240539
star,4,3,0.643732,0.347692,0.305298,0.235343,0.218531
star,4,4,0.664895,0.375521,0.352693,0.277119,0.253194
star,4,5,0.692376,0.403629,0.351607,0.362991,0.169300
star,4,6,0.692376,0.451485,0.336005,0.256617,0.249452
star,4,7,0.692376,0.501873,0.329560,0.227043,0.266445
star,4,8,0.692376,0.486881,0.312962,0.226750,0.233937
star,4,9,0.692376,0.439663,0.290481,0.265648,0.177278
star,4,10,0.709974,0.492643,0.303313,0.306545,0.157495
star,4,11,0.709974,0.517583,0.296324,0.247065,0.209591
star,4,12,0.709974,0.531480,0.305814,0.251969,0.223235
star,4,13,0.709974,0.504378,0.272404,0.187846,0.222835
star,4,14,0.709974,0.537680,0.233289,0.102046,0.227515
star,4,15,0.709974,0.562542,0.235464,0.131500,0.218513
star,4,16,0.709974,0.552535,0.236892,0.145680,0.218696
star,4,17,0.709974,0.607554,0.127517,0.056399,0.126684
star,4,18,0.709974,0.614238,0.109611,0.056943,0.106647
star,4,19,0.709974,0.625500,0.135375,0.067706,0.130822
star,4,20,0.709974,0.599290,0.126238,0.080905,0.114479
star,4,21,0.709974,0.626068,0.102976,0.043853,0.102683
star,4,22,0.709974,0.594758,0.126022,0.057342,0.122148
star,4,23,0.709974,0.576989,0.126004,0.061087,0.122471
star,4,24,0.709974,0.612062,0.114071,0.049613,0.113972
star,4,25,0.709974,0.596098,0.128377,0.051673,0.127590
star,4,26,0.709974,0.599594,0.098941,0.025410,0.103422
star,4,27,0.709974,0.614851,0.092590,0.029096,0.093543
star,4,28,0.709974,0.596559,0.114404,0.039977,0.116736
star,4,29,0.709974,0.596642,0.135122,0.052263,0.136313
star,5,0,0.633402,0.191211,0.327316,0.128509,0.321988
star,5,1,0.634441,0.254595,0.346507,0.247764,0.277026
star,5,2,0.661837,0.419728,0.279622,0.203219,0.212329
star,5,3,0.661837,0.380748,0.259820,0.242114,0.165940
star,5,4,0.668124,0.405958,0.264043,0.244584,0.164950
star,5,5,0.668382,0.425847,0.278856,0.277989,0.152615
star,5,6,0.672169,0.501987,0.261929,0.235786,0.183787
star,5,7,0.675472,0.517119,0.236018,0.202918,0.166179
star,5,8,0.675472,0.471114,0.234227,0.202022,0.163148
star,5,9,0.675472,0.468609,0.242880,0.198292,0.181905
star,5,10,0.675472,0.512481,0.239857,0.209195,0.165456
star,5,11,0.675472,0.504267,0.223198,0.175857,0.170882
star,5,12,0.680944,0.570114,0.170056,0.110475,0.150271
star,5,13,0.680944,0.439615,0.188126,0.107350,0.167356
star,5,14,0.680944,0.451104,0.166724,0.070413,0.159335
star,5,15,0.696216,0.465680,0.173506,0.120566,0.141970
star,5,16,0.696216,0.523580,0.182851,0.122674,0.153572
star,5,17,0.696216,0.521339,0.183312,0.109267,0.167486
star,5,18,0.696216,0.475793,0.182306,0.104453,0.165478
star,5,19,0.696216,0.578116,0.189581,0.118178,0.168287
star,5,20,0.696216,0.481299,0.187253,0.154064,0.141295
star,5,21,0.707440,0.546330,0.167032,0.117843,0.141824
star,5,22,0.707440,0.585349,0.147682,0.082581,0.140431
star,5,23,0.707440,0.482385,0.140565,0.095724,0.118813
star,5,24,0.707440,0.434412,0.134008,0.072132,0.127262
star,5,25,0.728745,0.544027,0.121376,0.070316,0.110445
star,5,26,0.728745,0.586027,0.117526,0.047310,0.116162
star,5,27,0.746302,0.411934,0.121210,0.041233,0.122034
star,5,28,0.746302,0.546279,0.136951,0.075315,0.127563
star,5,29,0.746302,0.470281,0.150272,0.100198,0.130376
star,6,0,0.647259,0.134065,0.332269,0.137249,0.325316
star,6,1,0.659971,0.274996,0.353426,0.236963,0.295076
star,6,2,0.659971,0.371994,0.360056,0.308815,0.255021
star,6,3,0.659971,0.394056,0.426512,0.438645,0.226230
star,6,4,0.688394,0.447674,0.379089,0.390929,0.198592
star,6,5,0.688394,0.448820,0.337880,0.350550,0.171899
star,6,6,0.688394,0.523414,0.318643,0.236539,0.245961
star,6,7,0.688485,0.497509,0.301383,0.212829,0.242500
star,6,8,0.688485,0.541327,0.267207,0.213480,0.198530
star,6,9,0.692287,0.535881,0.259508,0.176832,0.209744
star,6,10,0.695775,0.530135,0.221731,0.152888,0.180908
star,6,11,0.695775,0.598580,0.228030,0.179287,0.179016
star,6,12,0.709565,0.557895,0.209383,0.143561,0.180865
star,6,13,0.710890,0.549329,0.207575,0.144816,0.173161
star,6,14,0.710890,0.582068,0.164417,0.094967,0.150143
star,6,15,0.711672,0.575854,0.184735,0.103375,0.168091
star,6,16,0.711672,0.628525,0.137974,0.072396,0.133176
star,6,17,0.711672,0.611451,0.168236,0.092426,0.158303
star,6,18,0.711672,0.578655,0.203411,0.156239,0.161308
star,6,19,0.711672,0.580270,0.192910,0.128104,0.169959
star,6,20,0.711672,0.610592,0.216824,0.186039,0.155001
star,6,21,0.711923,0.616811,0.167398,0.122099,0.143487
star,6,22,0.711923,0.584748,0.193833,0.138809,0.169189
star,6,23,0.711923,0.583230,0.178733,0.114382,0.160739
star,6,24,0.711923,0.599114,0.165378,0.095753,0.156711
star,6,25,0.711923,0.552444,0.153889,0.074288,0.151430
star,6,26,0.711923,0.635410,0.126716,0.071813,0.120072
star,6,27,0.711923,0.599848,0.126614,0.076809,0.115878
star,6,28,0.711923,0.585900,0.143608,0.086038,0.129630
star,6,29,0.717491,0.606433,0.143425,0.096761,0.127838
star,7,0,0.536994,0.119534,0.321759,0.116110,0.323200
star,7,1,0.643941,0.250810,0.322762,0.203598,0.277780
star,7,2,0.643941,0.289306,0.298368,0.221755,0.232338
star,7,3,0.643941,0.356734,0.311342,0.260997,0.223720
star,7,4,0.654118,0.381912,0.283883,0.253930,0.189846
star,7,5,0.697461,0.459902,0.308255,0.288595,0.189077
star,7,6,0.697461,0.518961,0.318770,0.251868,0.236141
star,7,7,0.697461,0.464396,0.333723,0.223755,0.277861
star,7,8,0.697461,0.475998,0.329868,0.211769,0.279347
star,7,9,0.697461,0.470034,0.357299,0.325702,0.213050
star,7,10,0.700364,0.501381,0.358091,0.375810,0.163994
star,7,11,0.700364,0.502808,0.353848,0.323348,0.232330
star,7,12,0.700902,0.512448,0.319031,0.247186,0.248228
star,7,13,0.700902,0.510396,0.256983,0.171806,0.220553
star,7,14,0.700902,0.630298,0.146810,0.077417,0.139394
star,7,15,0.700902,0.606178,0.136226,0.061174,0.130470
star,7,16,0.700902,0.629114,0.114768,0.051637,0.114371
star,7,17,0.700902,0.642896,0.112886,0.038381,0.115416
star,7,18,0.700902,0.590571,0.132298,0.042751,0.135338
star,7,19,0.700902,0.607726,0.112920,0.053614,0.107372
star,7,20,0.700902,0.647943,0.112212,0.053978,0.109656
star,7,21,0.702112,0.627743,0.091199,0.041792,0.089959
star,7,22,0.702112,0.621248,0.126669,0.052606,0.126203
star,7,23,0.702112,0.595230,0.120038,0.065737,0.112583
star,7,24,0.702112,0.639662,0.116212,0.066518,0.111218
star,7,25,0.702112,0.618277,0.115431,0.060180,0.111208
star,7,26,0.702112,0.602620,0.100220,0.039850,0.101257
star,7,27,0.708578,0.606251,0.129716,0.061460,0.126590
star,7,28,0.708578,0.592100,0.134844,0.059177,0.133668
star,7,29,0.708578,0.568771,0.117203,0.041801,0.117943
star,8,0,0.621597,0.161062,0.309790,0.114803,0.308995
star,8,1,0.640663,0.290217,0.277830,0.175414,0.237313
star,8,2,0.658129,0.411965,0.224507,0.163942,0.183067
star,8,3,0.665368,0.432780,0.208563,0.142846,0.174735
star,8,4,0.665368,0.483424,0.225676,0.132070,0.196342
star,8,5,0.665368,0.515188,0.233097,0.182104,0.181027
star,8,6,0.665368,0.523022,0.226306,0.137642,0.201066
star,8,7,0.665368,0.525684,0.216488,0.123937,0.199884
star,8,8,0.669613,0.550315,0.236172,0.167635,0.204906
star,8,9,0.699008,0.532266,0.184086,0.097911,0.166656
star,8,10,0.699008,0.597464,0.188306,0.115655,0.163479
star,8,11,0.699008,0.621570,0.195992,0.139378,0.162250
star,8,12,0.699008,0.572571,0.190378,0.124172,0.162077
star,8,13,0.699008,0.565461,0.198441,0.134033,0.171207
star,8,14,0.699008,0.548096,0.203255,0.139242,0.176368
star,8,15,0.725588,0.569222,0.204717,0.134439,0.181677
star,8,16,0.725588,0.594010,0.167913,0.086227,0.163212
star,8,17,0.725588,0.601160,0.130542,0.060884,0.127400
star,8,18,0.730285,0.578403,0.148403,0.065626,0.146706
star,8,19,0.730285,0.561442,0.125147,0.051431,0.122995
star,8,20,0.730285,0.559308,0.138785,0.074195,0.130814
star,8,21,0.745449,0.619349,0.122417,0.067505,0.115693
star,8,22,0.745449,0.574258,0.118837,0.055359,0.113390
star,8,23,0.759479,0.587595,0.125863,0.067291,0.118688
star,8,24,0.759479,0.575824,0.140400,0.064407,0.137294
star,8,25,0.759479,0.563536,0.123582,0.066317,0.114101
star,8,26,0.759479,0.624357,0.124297,0.052716,0.122314
star,8,27,0.759479,0.598827,0.127269,0.058212,0.123616
star,8,28,0.764538,0.565719,0.142217,0.063230,0.140726
star,8,29,0.764538,0.552516,0.135377,0.075316,0.127206
star,9,0,0.487196,0.130717,0.318281,0.112461,0.317992
star,9,1,0.637617,0.249693,0.348776,0.240704,0.284144
star,9,2,0.667700,0.376621,0.328843,0.297933,0.205055
star,9,3,0.667700,0.343942,0.330321,0.324016,0.184682
star,9,4,0.667700,0.381206,0.315429,0.311142,0.178468
star,9,5,0.667700,0.408373,0.317671,0.296311,0.200446
star,9,6,0.691720,0.513165,0.311964,0.215104,0.264781
star,9,7,0.691720,0.426102,0.270983,0.190429,0.219344
star,9,8,0.691720,0.363278,0.239736,0.161282,0.205114
star,9,9,0.691720,0.475593,0.248273,0.190929,0.198696
star,9,10,0.691720,0.461239,0.269759,0.209397,0.211754
star,9,11,0.691720,0.501861,0.253558,0.178321,0.216370
star,9,12,0.691720,0.422510,0.242410,0.108305,0.237804
star,9,13,0.691720,0.438049,0.260302,0.169366,0.222754
star,9,14,0.691720,0.417120,0.256648,0.206953,0.188362
star,9,15,0.691720,0.474630,0.262648,0.244362,0.162310
star,9,16,0.698052,0.566373,0.261574,0.215913,0.183471
star,9,17,0.701100,0.515770,0.265936,0.142192,0.241507
star,9,18,0.701100,0.562410,0.229284,0.124472,0.214005
star,9,19,0.701100,0.586889,0.213188,0.142977,0.184615
star,9,20,0.701100,0.516489,0.258018,0.203924,0.205284
star,9,21,0.701100,0.567025,0.159663,0.103228,0.148877
star,9,22,0.701100,0.587623,0.163590,0.117055,0.141566
star,9,23,0.701100,0.614851,0.132207,0.074795,0.124941
star,9,24,0.701100,0.602774,0.126753,0.058747,0.122476
star,9,25,0.705287,0.605145,0.134874,0.080019,0.124908
star,9,26,0.705287,0.619473,0.111777,0.063103,0.106394
star,9,27,0.705287,0.616280,0.117539,0.058642,0.113040
star,9,28,0.705287,0.608095,0.128288,0.071881,0.118965
star,9,29,0.705287,0.581795,0.152238,0.071842,0.148023
star,10,0,0.647719,0.142738,0.318575,0.115149,0.315315
star,10,1,0.647719,0.240892,0.341307,0.188447,0.301694
star,10,2,0.647719,0.348580,0.325720,0.259189,0.229354
star,10,3,0.647719,0.268522,0.356660,0.330418,0.222048
star,10,4,0.647719,0.330039,0.332907,0.322862,0.193025
star,10,5,0.648683,0.344627,0.336840,0.342347,0.183680
star,10,6,0.648683,0.426899,0.320765,0.265761,0.238816
star,10,7,0.656861,0.462571,0.280073,0.233320,0.204222
star,10,8,0.667527,0.499594,0.217018,0.155283,0.180853
star,10,9,0.667527,0.470592,0.199739,0.102091,0.191831
star,10,10,0.672685,0.508044,0.248523,0.162386,0.219307
star,10,11,0.672685,0.535152,0.240505,0.164474,0.213711
star,10,12,0.687026,0.532108,0.204841,0.141084,0.177718
star,10,13,0.700199,0.587965,0.202388,0.144863,0.164303
star,10,14,0.761854,0.594942,0.209737,0.145440,0.175000
star,10,15,0.761854,0.501692,0.202963,0.105153,0.186965
star,10,16,0.761854,0.582869,0.153687,0.083193,0.143573
star,10,17,0.761854,0.606713,0.127178,0.051419,0.125587
star,10,18,0.761854,0.574842,0.148391,0.052977,0.150000
star,10,19,0.761854,0.581793,0.143488,0.051331,0.143485
star,10,20,0.761854,0.547383,0.153737,0.065972,0.149979
